CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
13183.0,7,94,3957.78,4,3,4,11
13184.0,14,181,1701.29,4,4,4,12
13185.0,267,1,71.4,1,1,1,3
13186.0,39,79,1575.89,3,3,3,9
13187.0,336,37,236.02,1,2,1,4
13188.0,10,2,114.60000000000001,4,1,1,6
13189.0,18,29,260.68,3,2,1,6
13192.0,94,63,911.94,2,3,3,8
13193.0,60,29,117.88,2,2,1,5
13194.0,135,3,60.7,2,1,1,4
13196.0,10,110,1797.78,4,4,4,12
13198.0,9,226,3401.2400000000002,4,4,4,12
13199.0,3,119,9817.12,4,4,4,12
13200.0,18,46,870.09,3,3,3,9
13203.0,9,57,869.46,4,3,3,10
13207.0,14,8,250.26000000000002,4,1,1,6
13208.0,58,149,1223.9,2,4,3,9
13209.0,29,321,5891.61,3,4,4,11
13210.0,93,22,353.48,2,2,2,6
13211.0,9,56,1197.42,4,3,3,10
13212.0,19,142,788.08,3,4,3,10
13213.0,56,90,1520.58,2,3,3,8
13216.0,267,5,333.74,1,1,2,4
13217.0,121,4,533.98,2,1,2,5
13218.0,126,5,62.63999999999999,2,1,1,4
13220.0,77,21,819.2900000000001,2,2,3,7
13221.0,239,66,847.41,1,3,3,7
13223.0,199,5,163.20000000000002,1,1,1,3
13224.0,59,108,2155.95,2,4,4,10
13225.0,2,32,6463.84,4,2,4,10
13226.0,272,16,108.21000000000001,1,1,1,3
13227.0,201,9,257.7,1,1,1,3
13228.0,80,2,358.0,2,1,2,5
13229.0,225,10,160.95,1,1,1,3
13230.0,3,611,2806.97,4,4,4,12
13232.0,12,207,1357.6,4,4,3,11
13233.0,73,43,605.12,2,3,2,7
13235.0,211,58,1031.07,1,3,3,7
13236.0,24,36,744.85,3,2,3,8
13238.0,16,31,700.73,4,2,3,9
13239.0,261,22,329.56,1,2,2,5
13240.0,95,67,663.65,2,3,2,7
13242.0,111,13,270.40000000000003,2,1,1,4
13243.0,202,58,600.07,1,3,2,6
13244.0,92,27,121.74000000000001,2,2,1,5
13245.0,50,16,430.5,3,1,2,6
13246.0,17,141,1987.3,4,4,4,12
13247.0,17,25,501.12,4,2,2,8
13248.0,124,26,465.68,2,2,2,6
13249.0,91,23,711.41,2,2,3,7
13253.0,156,36,1030.4,1,2,3,6
13255.0,8,13,399.51,4,1,2,7
13256.0,13,1,0.0,4,1,1,6
13258.0,11,38,698.58,4,2,3,9
13259.0,61,87,292.32,2,3,1,6
13260.0,60,8,557.62,2,1,2,5
13261.0,268,9,944.1,1,1,3,5
13262.0,262,11,200.29,1,1,1,3
13263.0,0,1677,7454.07,4,4,4,12
13265.0,52,91,2107.66,2,3,4,9
13266.0,10,187,3834.2599999999998,4,4,4,12
13267.0,2,211,4521.49,4,4,4,12
13268.0,17,440,3214.69,4,4,4,12
13269.0,0,316,5346.2300000000005,4,4,4,12
13270.0,365,1,590.0,1,1,2,4
13271.0,36,96,217.38,3,3,1,7
13272.0,30,15,276.56,3,1,1,5
13273.0,112,16,138.98,2,1,1,4
13276.0,63,30,590.9300000000001,2,2,2,6
13277.0,15,8,258.4,4,1,1,6
13278.0,40,46,542.73,3,3,2,8
13279.0,77,9,137.75,2,1,1,4
13280.0,121,85,814.86,2,3,3,8
13282.0,17,37,1132.14,4,2,3,9
13283.0,59,7,93.66,2,1,1,4
13284.0,330,13,201.19,1,1,1,3
13285.0,22,187,2709.12,3,4,4,11
13291.0,155,42,361.11,1,3,2,6
13292.0,38,31,578.9399999999999,3,2,2,7
13294.0,189,54,873.74,1,3,3,7
13295.0,359,10,201.20000000000002,1,1,1,3
13296.0,136,5,87.4,2,1,1,4
13297.0,7,59,2089.85,4,3,4,11
13298.0,0,2,360.0,4,1,2,7
13299.0,267,5,142.5,1,1,1,3
13300.0,168,20,371.89,1,2,2,5
13301.0,103,81,618.09,2,3,2,7
13302.0,154,1,63.75,1,1,1,3
13304.0,350,21,300.42,1,2,1,4
13305.0,3,81,2000.86,4,3,4,11
13307.0,119,1,15.0,2,1,1,4
13308.0,22,54,1385.51,3,3,3,9
13309.0,6,107,1456.79,4,4,3,11
13310.0,27,72,1132.03,3,3,3,9
13311.0,3,26,598.57,4,2,2,8
13313.0,21,78,1555.32,3,3,3,9
13314.0,1,62,775.94,4,3,3,10
13316.0,36,87,5977.7300000000005,3,3,4,10
13317.0,65,124,2273.68,2,4,4,10
13318.0,0,20,640.76,4,2,2,8
13319.0,4,476,10845.550000000001,4,4,4,12
13320.0,77,106,1548.7,2,4,3,9
13321.0,71,11,567.36,2,1,2,5
13322.0,16,25,199.48000000000002,4,2,1,7
13323.0,2,21,787.85,4,2,3,9
13324.0,35,75,7121.95,3,3,4,10
13325.0,81,12,675.3,2,1,3,6
13327.0,38,108,3627.77,3,4,4,11
13328.0,315,17,1308.48,1,1,3,5
13329.0,31,17,789.0,3,1,3,7
13330.0,92,53,1140.93,2,3,3,8
13332.0,13,21,350.9,4,2,2,8
13334.0,81,268,3536.82,2,4,4,10
13336.0,76,51,795.12,2,3,3,8
13338.0,157,19,487.02,1,2,2,5
13339.0,200,54,860.12,1,3,3,7
13340.0,44,134,10736.48,3,4,4,11
13341.0,260,42,775.85,1,3,3,7
13343.0,177,19,353.43,1,2,2,5
13344.0,67,119,2543.72,2,4,4,10
13345.0,287,20,389.5,1,2,2,5
13347.0,69,8,341.36,2,1,2,5
13348.0,63,14,233.76,2,1,1,4
13349.0,10,16,247.32,4,1,1,6
13350.0,15,40,979.12,4,2,3,9
13351.0,65,16,373.94,2,1,2,5
13352.0,59,24,397.97999999999996,2,2,2,6
13354.0,70,51,743.53,2,3,3,8
13355.0,121,32,674.7,2,2,3,7
13356.0,79,42,768.24,2,3,3,8
13357.0,256,90,609.95,1,3,2,6
13358.0,268,29,439.03,1,2,2,5
13359.0,63,23,439.56,2,2,2,6
13362.0,8,166,3090.7400000000002,4,4,4,12
13363.0,17,60,992.5,4,3,3,10
13364.0,70,10,134.95999999999998,2,1,1,4
13365.0,33,128,2225.37,3,4,4,11
13366.0,49,1,56.160000000000004,3,1,1,5
13368.0,256,29,623.4,1,2,2,5
13369.0,365,14,308.28000000000003,1,1,2,4
13370.0,371,39,754.87,1,2,3,6
13372.0,89,23,378.64,2,2,2,6
13373.0,60,158,3312.25,2,4,4,10
13375.0,88,37,778.65,2,2,3,7
13376.0,98,53,1019.76,2,3,3,8
13379.0,25,97,572.56,3,3,2,8
13381.0,31,172,3639.31,3,4,4,11
13382.0,280,15,222.99,1,1,1,3
13384.0,30,152,4151.93,3,4,4,11
13385.0,329,35,534.57,1,2,2,5
13388.0,130,35,677.1,2,2,3,7
13389.0,10,51,797.96,4,3,3,10
13390.0,74,13,544.08,2,1,2,5
13391.0,203,1,59.8,1,1,1,3
13394.0,1,155,2520.02,4,4,4,12
13395.0,184,21,307.72,1,2,2,5
13396.0,28,43,1360.99,3,3,3,9
13397.0,72,38,1544.13,2,2,3,7
13398.0,191,26,457.34,1,2,2,5
13402.0,126,39,621.23,2,2,2,6
13403.0,17,3,75.0,4,1,1,6
13404.0,0,11,252.49,4,1,1,6
13405.0,73,27,572.451,2,2,2,6
13408.0,1,478,28117.04,4,4,4,12
13410.0,23,28,1003.06,3,2,3,8
13411.0,106,18,213.55,2,2,1,5
13414.0,133,24,1390.5,2,2,3,7
13416.0,43,19,712.5,3,2,3,8
13417.0,4,28,640.83,4,2,2,8
13418.0,11,304,6127.43,4,4,4,12
13419.0,63,16,221.06,2,1,1,4
13420.0,149,8,159.85,1,1,1,3
13421.0,39,104,1851.08,3,4,4,11
13422.0,63,127,2626.3,2,4,4,10
13425.0,107,78,1624.21,2,3,3,8
13426.0,0,157,3641.32,4,4,4,12
13427.0,18,29,582.6,3,2,2,7
13428.0,9,74,218.47,4,3,1,8
13429.0,10,67,1006.8,4,3,3,10
13430.0,18,49,679.45,3,3,3,9
13431.0,66,46,1269.1,2,3,3,8
13434.0,73,10,534.24,2,1,2,5
13435.0,4,101,3809.8900000000003,4,4,4,12
13436.0,1,12,196.89,4,1,1,6
13437.0,13,167,3408.06,4,4,4,12
13439.0,254,54,283.71,1,3,1,5
13441.0,91,13,296.64,2,1,1,4
13447.0,22,59,1129.14,3,3,3,9
13448.0,16,195,3539.37,4,4,4,12
13449.0,23,19,291.88,3,2,1,6
13450.0,26,71,2043.7199999999998,3,3,4,10
13451.0,25,443,2976.15,3,4,4,11
13452.0,258,2,590.0,1,1,2,4
13453.0,165,17,356.97999999999996,1,1,2,4
13455.0,24,46,1058.34,3,3,3,9
13456.0,17,63,1766.72,4,3,4,11
13458.0,6,382,9646.57,4,4,4,12
13460.0,28,17,183.44,3,1,1,5
13461.0,38,27,1445.0,3,2,3,8
13462.0,252,9,151.5,1,1,1,3
13464.0,57,41,674.68,2,2,3,7
13466.0,183,17,307.9,1,1,2,4
13467.0,10,99,1083.71,4,3,3,10
13468.0,1,302,5704.97,4,4,4,12
13470.0,98,10,165.0,2,1,1,4
13471.0,0,260,2531.58,4,4,4,12
13473.0,60,21,422.64,2,2,2,6
13474.0,235,64,229.59,1,3,1,5
13475.0,190,86,1431.78,1,3,3,7
13476.0,178,58,1238.47,1,3,3,7
13477.0,37,79,1454.58,3,3,3,9
13479.0,200,15,300.95,1,1,1,3
13481.0,45,109,1804.56,3,4,4,11
13482.0,231,11,184.64,1,1,1,3
13483.0,65,10,140.34,2,1,1,4
13484.0,240,8,313.8,1,1,2,4
13485.0,232,23,454.24,1,2,2,5
13486.0,77,69,1122.41,2,3,3,8
13487.0,57,34,575.4,2,2,2,6
13488.0,16,422,8968.31,4,4,4,12
13489.0,104,14,449.52,2,1,2,5
13491.0,51,86,1215.82,2,3,3,8
13492.0,135,50,1269.84,2,3,3,8
13493.0,274,8,618.63,1,1,2,4
13494.0,311,18,316.26000000000005,1,2,2,5
13495.0,7,48,2044.8700000000001,4,3,4,11
13496.0,10,35,653.33,4,2,2,8
13497.0,282,19,348.05,1,2,2,5
13499.0,17,42,1159.11,4,3,3,10
13500.0,22,65,1166.77,3,3,3,9
13501.0,287,52,1340.32,1,3,3,7
13502.0,16,18,292.0,4,2,1,7
13503.0,70,17,216.85,2,1,1,4
13504.0,63,22,295.93,2,2,1,5
13505.0,72,215,4393.63,2,4,4,10
13506.0,315,26,458.52,1,2,2,5
13507.0,2,162,2479.16,4,4,4,12
13508.0,243,12,110.97,1,1,1,3
13509.0,8,44,979.72,4,3,3,10
13510.0,0,115,1791.56,4,4,4,12
13512.0,260,15,251.21,1,1,1,3
13513.0,126,10,205.1,2,1,1,4
13514.0,73,4,152.20000000000002,2,1,1,4
13515.0,72,59,891.12,2,3,3,8
13516.0,20,44,1389.41,3,3,3,9
13517.0,59,141,2128.42,2,4,4,10
13518.0,85,38,659.4399999999999,2,2,2,6
13519.0,77,8,122.75,2,1,1,4
13520.0,58,93,3624.35,2,3,4,9
13521.0,0,436,1093.65,4,4,3,11
13522.0,29,5,125.80000000000001,3,1,1,5
13523.0,32,172,3964.88,3,4,4,11
13524.0,40,27,680.1800000000001,3,2,3,8
13525.0,14,6,628.78,4,1,2,7
13527.0,33,223,2287.51,3,4,4,11
13529.0,78,15,307.76,2,1,2,5
13531.0,204,22,483.8,1,2,2,5
13532.0,33,66,210.31,3,3,1,7
13533.0,182,76,270.79,1,3,1,5
13534.0,1,296,5870.08,4,4,4,12
13536.0,0,179,3448.29,4,4,4,12
13538.0,42,25,1280.85,3,2,3,8
13539.0,85,37,631.34,2,2,2,6
13544.0,39,87,291.41,3,3,1,7
13546.0,11,98,626.99,4,3,2,9
13548.0,95,124,682.41,2,4,3,9
13549.0,25,51,918.2,3,3,3,9
13551.0,318,4,91.80000000000001,1,1,1,3
13552.0,65,109,3740.07,2,4,4,10
13555.0,73,136,4149.28,2,4,4,10
13557.0,27,34,584.06,3,2,2,7
13558.0,5,175,605.06,4,4,2,10
13560.0,6,33,174.37,4,2,1,7
13561.0,215,14,141.85999999999999,1,1,1,3
13562.0,81,82,1799.33,2,3,4,9
13563.0,83,49,777.53,2,3,3,8
13564.0,143,83,1749.02,1,3,4,8
13565.0,18,38,240.22,3,2,1,6
13566.0,40,176,874.71,3,4,3,10
13568.0,172,44,192.85,1,3,1,5
13569.0,16,85,373.75,4,3,2,9
13570.0,242,27,239.49,1,2,1,4
13571.0,12,341,2092.32,4,4,4,12
13572.0,205,33,1384.25,1,2,3,6
13573.0,49,26,294.4,3,2,1,6
13575.0,22,46,732.0699999999999,3,3,3,9
13576.0,9,126,6717.34,4,4,4,12
13577.0,24,83,1687.6000000000001,3,3,4,10
13579.0,14,23,467.04,4,2,2,8
13581.0,308,10,118.0,1,1,1,3
13583.0,155,53,781.03,1,3,3,7
13584.0,306,24,142.4,1,2,1,4
13587.0,63,8,712.4,2,1,3,6
13588.0,15,174,2478.95,4,4,4,12
13589.0,14,21,379.65,4,2,2,8
13590.0,10,87,1981.92,4,3,4,11
13591.0,64,58,1117.13,2,3,3,8
13592.0,35,16,247.95999999999998,3,1,1,5
13593.0,107,128,2037.0800000000002,2,4,4,10
13594.0,52,26,396.97,2,2,2,6
13596.0,5,166,697.04,4,4,3,11
13598.0,46,40,180.17000000000002,3,2,1,6
13599.0,0,247,5153.67,4,4,4,12
13600.0,311,19,219.52,1,2,1,4
13601.0,44,99,693.32,3,3,3,9
13602.0,64,23,428.89,2,2,2,6
13603.0,25,27,164.34,3,2,1,6
13606.0,28,43,280.53999999999996,3,3,1,7
13607.0,39,98,678.01,3,3,3,9
13610.0,11,226,1131.88,4,4,3,11
13611.0,88,74,1171.8,2,3,3,8
13614.0,23,201,1610.46,3,4,3,10
13615.0,318,23,417.69,1,2,2,5
13617.0,39,44,544.18,3,3,2,8
13618.0,173,13,177.34,1,1,1,3
13621.0,116,19,213.85,2,2,1,5
13623.0,30,81,747.78,3,3,3,9
13626.0,252,19,257.23,1,2,1,4
13627.0,58,92,1638.47,2,3,3,8
13629.0,22,59,7792.36,3,3,4,10
13630.0,4,71,2031.78,4,3,4,11
13631.0,99,11,3070.42,2,1,4,7
13632.0,24,146,2121.27,3,4,4,11
13634.0,32,188,1575.16,3,4,3,10
13635.0,67,62,1071.03,2,3,3,8
13636.0,36,63,949.12,3,3,3,9
13637.0,51,101,810.5,2,4,3,9
13638.0,15,8,122.64,4,1,1,6
13639.0,73,40,1033.34,2,2,3,7
13642.0,215,66,354.8,1,3,2,6
13643.0,30,28,519.44,3,2,2,7
13644.0,15,146,2624.26,4,4,4,12
13645.0,119,5,252.1,2,1,1,4
13647.0,9,79,1678.1200000000001,4,3,4,11
13649.0,256,23,346.6,1,2,2,5
13650.0,16,96,1836.34,4,3,4,11
13651.0,34,6,94.2,3,1,1,5
13652.0,45,63,1095.08,3,3,3,9
13654.0,42,166,2707.33,3,4,4,11
13655.0,113,56,932.97,2,3,3,8
13656.0,164,49,379.65,1,3,2,6
13657.0,10,16,382.14,4,1,2,7
13658.0,9,108,2639.17,4,4,4,12
13659.0,205,104,1573.2,1,4,3,8
13662.0,85,53,897.76,2,3,3,8
13663.0,178,13,189.47,1,1,1,3
13666.0,59,12,84.65,2,1,1,4
13667.0,148,87,305.02,1,3,1,5
13668.0,2,470,6363.59,4,4,4,12
13669.0,50,9,218.55,3,1,1,5
13670.0,74,25,349.7,2,2,2,6
13672.0,300,6,186.39000000000001,1,1,1,3
13673.0,18,65,396.92,3,3,2,8
13675.0,150,25,486.82000000000005,1,2,2,5
13678.0,151,16,232.6,1,1,1,3
13680.0,0,195,3722.42,4,4,4,12
13681.0,17,57,827.83,4,3,3,10
13682.0,186,3,59.5,1,1,1,3
13684.0,285,30,67.23,1,2,1,4
13685.0,2,39,3119.44,4,2,4,10
13686.0,182,8,72.0,1,1,1,3
13689.0,62,6,910.0,2,1,3,6
13690.0,58,9,172.25,2,1,1,4
13692.0,24,53,1488.32,3,3,3,9
13694.0,3,568,65039.62,4,4,4,12
13695.0,30,90,2504.13,3,3,4,10
13697.0,38,12,151.29999999999998,3,1,1,5
13699.0,154,14,308.58000000000004,1,1,2,4
13700.0,25,197,2265.12,3,4,4,11
13703.0,317,1,99.5,1,1,1,3
13704.0,4,134,2308.06,4,4,4,12
13705.0,7,28,711.86,4,2,3,9
13706.0,302,20,330.79,1,2,2,5
13707.0,266,48,806.41,1,3,3,7
13708.0,270,51,296.88,1,3,1,5
13709.0,3,336,6328.05,4,4,4,12
13710.0,31,8,180.48,3,1,1,5
13711.0,218,13,252.06,1,1,1,3
13712.0,246,10,228.84,1,1,1,3
13715.0,280,105,1079.34,1,4,3,8
13716.0,268,21,138.28,1,2,1,4
13717.0,31,102,1445.01,3,4,3,10
13718.0,245,12,306.55,1,1,1,3
13719.0,14,60,1041.68,4,3,3,10
13720.0,116,43,799.9,2,3,3,8
13721.0,35,28,524.14,3,2,2,7
13722.0,131,85,2375.41,2,3,4,9
13723.0,216,6,199.85000000000002,1,1,1,3
13725.0,49,104,1980.56,3,4,4,11
13726.0,38,42,1079.6599999999999,3,3,3,9
13727.0,28,20,333.48,3,2,2,7
13728.0,36,63,1016.14,3,3,3,9
13730.0,135,43,752.6,2,3,3,8
13731.0,218,38,610.59,1,2,2,5
13732.0,27,33,491.86,3,2,2,7
13735.0,24,196,2885.2400000000002,3,4,4,11
13736.0,4,191,731.9,4,4,3,11
13737.0,199,30,339.59999999999997,1,2,2,5
13739.0,17,3,216.9,4,1,1,6
13740.0,240,23,350.75,1,2,2,5
13741.0,71,34,668.4300000000001,2,2,2,6
13742.0,16,321,3131.02,4,4,4,12
13743.0,2,41,1341.6,4,2,3,9
13744.0,94,72,1156.36,2,3,3,8
13745.0,161,25,300.04,1,2,1,4
13747.0,373,1,79.6,1,1,1,3
13748.0,95,28,948.25,2,2,3,7
13750.0,53,24,1647.26,2,2,3,7
13751.0,287,9,296.25,1,1,1,3
13752.0,123,76,1186.28,2,3,3,8
13753.0,287,35,741.26,1,2,3,6
13754.0,151,12,282.59999999999997,1,1,1,3
13755.0,3,342,2161.35,4,4,4,12
13756.0,1,142,5189.52,4,4,4,12
13758.0,11,117,3190.55,4,4,4,12
13759.0,32,25,659.4100000000001,3,2,2,7
13760.0,53,57,286.79,2,3,1,6
13761.0,49,70,1070.65,3,3,3,9
13762.0,218,7,306.72,1,1,1,3
13763.0,62,15,1714.96,2,1,4,7
13764.0,70,208,1521.76,2,4,3,9
13767.0,1,368,17220.36,4,4,4,12
13769.0,1,135,2796.51,4,4,4,12
13771.0,63,119,2634.45,2,4,4,10
13772.0,33,177,1132.13,3,4,3,10
13774.0,81,22,345.0,2,2,2,6
13777.0,0,197,25977.16,4,4,4,12
13778.0,102,9,178.7,2,1,1,4
13780.0,6,57,360.01,4,3,2,9
13781.0,250,17,127.84,1,1,1,3
13782.0,12,115,912.0,4,4,3,11
13784.0,9,31,2462.79,4,2,4,10
13786.0,366,7,230.39999999999998,1,1,1,3
13787.0,75,31,309.04,2,2,2,6
13790.0,3,45,348.8,4,3,2,9
13791.0,127,11,1516.0,2,1,3,6
13792.0,65,13,195.55,2,1,1,4
13798.0,0,349,37153.85,4,4,4,12
13799.0,116,39,688.86,2,2,3,7
13800.0,309,33,558.32,1,2,2,5
13801.0,66,23,324.8,2,2,2,6
13802.0,138,60,4599.42,2,3,4,9
13803.0,254,17,277.07,1,1,1,3
13804.0,30,137,2635.79,3,4,4,11
13805.0,51,13,924.6,2,1,3,6
13806.0,63,10,256.38,2,1,1,4
13807.0,366,7,112.6,1,1,1,3
13808.0,5,76,1747.66,4,3,4,11
13809.0,304,12,155.05,1,1,1,3
13810.0,28,35,1499.01,3,2,3,8
13811.0,183,13,814.5,1,1,3,5
13812.0,41,36,539.0,3,2,2,7
13813.0,39,69,1366.8600000000001,3,3,3,9
13814.0,91,57,1579.12,2,3,3,8
13815.0,21,176,4027.36,3,4,4,11
13816.0,23,28,571.6700000000001,3,2,2,7
13817.0,28,24,382.98,3,2,2,7
13819.0,301,36,1140.35,1,2,3,6
13821.0,144,59,385.64,1,3,2,6
13822.0,5,96,632.0,4,3,2,9
13823.0,18,40,957.66,3,2,3,8
13824.0,32,46,1698.94,3,3,4,10
13826.0,175,10,189.5,1,1,1,3
13827.0,57,93,412.05,2,3,2,7
13828.0,21,15,209.49,3,1,1,5
13831.0,15,74,2202.99,4,3,4,11
13832.0,18,3,52.199999999999996,3,1,1,5
13833.0,158,29,384.8,1,2,2,5
13835.0,24,55,834.57,3,3,3,9
13837.0,211,19,271.24,1,2,1,4
13838.0,5,174,691.73,4,4,3,11
13841.0,252,1,85.0,1,1,1,3
13842.0,58,206,3385.62,2,4,4,10
13844.0,10,20,361.62,4,2,2,8
13845.0,64,9,312.98,2,1,2,5
13846.0,24,55,865.0600000000001,3,3,3,9
13848.0,91,5,1255.0,2,1,3,6
13849.0,51,101,1537.95,2,4,3,9
13850.0,128,93,1595.48,2,3,3,8
13851.0,95,81,2651.46,2,3,4,9
13853.0,56,23,1090.14,2,2,3,7
13854.0,8,110,8109.5199999999995,4,4,4,12
13856.0,168,14,388.5,1,1,2,4
13858.0,56,11,216.17,2,1,1,4
13859.0,325,28,201.16,1,2,1,4
13860.0,0,76,1245.9,4,3,3,10
13862.0,17,139,2209.36,4,4,4,12
13863.0,247,20,305.78,1,2,1,4
13865.0,57,30,501.56,2,2,2,6
13866.0,73,7,145.67000000000002,2,1,1,4
13867.0,30,61,1015.29,3,3,3,9
13868.0,6,33,3192.54,4,2,4,10
13869.0,122,307,3104.95,2,4,4,10
13870.0,1,115,2770.94,4,4,4,12
13871.0,22,336,6403.25,3,4,4,11
13873.0,119,23,389.6,2,2,2,6
13874.0,357,18,540.45,1,2,2,5
13875.0,53,104,1786.79,2,4,4,10
13876.0,63,7,122.7,2,1,1,4
13877.0,85,3,117.24,2,1,1,4
13878.0,54,36,1281.53,2,2,3,7
13880.0,20,165,3219.77,3,4,4,11
13881.0,3,178,17159.52,4,4,4,12
13882.0,2,65,1191.13,4,3,3,10
13883.0,10,142,2674.48,4,4,4,12
13884.0,6,59,787.6,4,3,3,10
13885.0,188,28,506.8,1,2,2,5
13886.0,70,16,243.56,2,1,1,4
13887.0,203,19,349.55,1,2,2,5
13888.0,119,40,605.63,2,2,2,6
13889.0,92,15,416.90000000000003,2,1,2,5
13890.0,0,110,1883.8100000000002,4,4,4,12
13892.0,26,27,632.97,3,2,2,7
13893.0,297,21,821.1,1,2,3,6
13894.0,23,27,564.62,3,2,2,7
13895.0,27,118,2593.07,3,4,4,11
13897.0,49,17,311.16,3,1,2,6
13898.0,325,12,155.93,1,1,1,3
13899.0,15,19,388.52,4,2,2,8
13900.0,182,43,740.95,1,3,3,7
13901.0,71,149,2867.2,2,4,4,10
13904.0,36,26,332.64,3,2,2,7
13908.0,79,122,2369.55,2,4,4,10
13911.0,56,148,2580.91,2,4,4,10
13914.0,11,33,626.45,4,2,2,8
13917.0,49,18,272.04,3,2,1,6
13918.0,49,30,1212.8400000000001,3,2,3,8
13919.0,58,28,384.81,2,2,2,6
13922.0,351,7,172.25,1,1,1,3
13923.0,53,20,351.13,2,2,2,6
13924.0,1,117,1838.8500000000001,4,4,4,12
13925.0,92,41,678.25,2,2,3,7
13926.0,22,11,223.85000000000002,3,1,1,5
13927.0,74,21,348.99,2,2,2,6
13928.0,10,27,464.57,4,2,2,8
13929.0,168,9,842.65,1,1,3,5
13930.0,57,17,337.34,2,1,2,5
13931.0,95,58,1237.53,2,3,3,8
13932.0,294,16,307.4,1,1,2,4
13933.0,108,23,608.7900000000001,2,2,2,6
13934.0,263,31,922.1,1,2,3,6
13936.0,179,26,376.58,1,2,2,5
13937.0,168,9,158.85,1,1,1,3
13938.0,34,7,71.66,3,1,1,5
13939.0,22,45,568.55,3,3,2,8
13940.0,16,49,839.14,4,3,3,10
13941.0,21,45,5112.96,3,3,4,10
13946.0,78,11,561.5699999999999,2,1,2,5
13947.0,64,5,90.6,2,1,1,4
13948.0,360,3,102.0,1,1,1,3
13949.0,2,160,2427.32,4,4,4,12
13950.0,10,35,745.06,4,2,3,9
13951.0,175,39,674.45,1,2,2,5
13952.0,217,137,3251.071,1,4,4,9
13953.0,6,20,3515.68,4,2,4,10
13954.0,1,25,439.92,4,2,2,8
13955.0,153,33,322.96,1,2,2,5
13956.0,4,152,1026.42,4,4,3,11
13959.0,78,92,598.2,2,3,2,7
13960.0,20,12,230.22,3,1,1,5
13962.0,21,11,169.55,3,1,1,5
13963.0,307,35,664.54,1,2,2,5
13967.0,145,2,80.7,1,1,1,3
13969.0,6,626,9053.94,4,4,4,12
13971.0,18,149,2758.26,3,4,4,11
13972.0,70,15,190.25,2,1,1,4
13973.0,286,11,264.7,1,1,1,3
13974.0,48,28,413.59000000000003,3,2,2,7
13975.0,30,338,2526.28,3,4,4,11
13976.0,206,10,357.98,1,1,2,4
13978.0,14,15,196.79000000000002,4,1,1,6
13979.0,72,54,869.87,2,3,3,8
13980.0,59,11,200.14,2,1,1,4
13982.0,38,111,1871.81,3,4,4,11
13983.0,29,107,2603.43,3,4,4,11
13984.0,26,16,920.51,3,1,3,7
13985.0,3,351,7060.13,4,4,4,12
13986.0,16,13,320.46,4,1,2,7
13988.0,19,234,4147.96,3,4,4,11
13989.0,65,41,1266.08,2,2,3,7
13990.0,212,16,311.3,1,1,2,4
13991.0,11,84,855.97,4,3,3,10
13992.0,29,5,76.8,3,1,1,5
13993.0,42,121,3466.36,3,4,4,11
13994.0,3,155,2313.14,4,4,4,12
13995.0,14,86,1393.69,4,3,3,10
13999.0,9,208,3901.81,4,4,4,12
14000.0,210,15,635.66,1,1,2,4
14001.0,45,39,2043.0800000000002,3,2,4,9
14002.0,133,47,529.73,2,3,2,7
14004.0,42,171,4582.64,3,4,4,11
14005.0,9,84,2874.72,4,3,4,11
14006.0,115,30,962.19,2,2,3,7
14009.0,197,42,695.61,1,3,3,7
14012.0,277,11,328.8,1,1,2,4
14013.0,109,34,473.02,2,2,2,6
14014.0,76,39,505.18,2,2,2,6
14015.0,52,20,917.34,2,2,3,7
14016.0,161,161,4341.21,1,4,4,9
14019.0,46,66,1421.61,3,3,3,9
14020.0,16,39,642.8,4,2,2,8
14021.0,154,22,631.9,1,2,2,5
14022.0,224,28,440.0,1,2,2,5
14023.0,6,31,584.07,4,2,2,8
14024.0,121,16,327.7,2,1,2,5
14027.0,60,6,104.82,2,1,1,4
14029.0,62,15,467.66,2,1,2,5
14030.0,17,243,2360.09,4,4,4,12
14031.0,6,250,17286.86,4,4,4,12
14032.0,1,143,2975.59,4,4,4,12
14034.0,21,89,651.8199999999999,3,3,2,8
14035.0,28,66,1428.02,3,3,3,9
14036.0,284,38,626.65,1,2,2,5
14037.0,175,28,147.20000000000002,1,2,1,4
14038.0,77,92,1560.38,2,3,3,8
14039.0,32,6,152.2,3,1,1,5
14040.0,40,235,3614.92,3,4,4,11
14041.0,265,21,141.41,1,2,1,4
14044.0,26,209,652.82,3,4,2,9
14045.0,108,6,1659.75,2,1,3,6
14046.0,283,14,154.99,1,1,1,3
14047.0,8,32,1308.6100000000001,4,2,3,9
14048.0,304,85,409.93,1,3,2,6
14049.0,16,488,5681.72,4,4,4,12
14050.0,31,54,746.36,3,3,3,9
14051.0,0,210,15610.390000000001,4,4,4,12
14052.0,19,56,225.36,3,3,1,7
14053.0,123,4,260.25,2,1,1,4
14054.0,64,6,92.46,2,1,1,4
14055.0,105,10,725.6400000000001,2,1,3,6
14056.0,0,1106,8214.65,4,4,4,12
14057.0,23,284,6217.96,3,4,4,11
14059.0,266,8,183.6,1,1,1,3
14060.0,4,202,6140.42,4,4,4,12
14062.0,9,111,10464.85,4,4,4,12
14064.0,28,80,1353.74,3,3,3,9
14066.0,266,7,152.55,1,1,1,3
14067.0,63,52,374.7,2,3,2,7
14068.0,319,24,265.85,1,2,1,4
